year,variable,value,week,nem,date,date_week
2018,no_65–69,111,6,no,2018-02-12,2018_6
2018,no_65–69,118,7,no,2018-02-19,2018_7
2018,no_65–69,133,8,no,2018-02-26,2018_8
2018,no_65–69,134,9,no,2018-03-05,2018_9
2018,no_65–69,138,10,no,2018-03-12,2018_10
2018,no_65–69,119,11,no,2018-03-19,2018_11
2018,no_65–69,120,12,no,2018-03-26,2018_12
2018,no_65–69,100,13,no,2018-04-02,2018_13
2018,no_65–69,105,14,no,2018-04-09,2018_14
2018,no_65–69,112,15,no,2018-04-16,2018_15
2018,no_65–69,92,16,no,2018-04-23,2018_16
2018,no_65–69,87,17,no,2018-04-30,2018_17
2018,no_65–69,87,18,no,2018-05-07,2018_18
2018,no_65–69,100,19,no,2018-05-14,2018_19
2018,no_65–69,83,20,no,2018-05-21,2018_20
2018,no_65–69,95,21,no,2018-05-28,2018_21
2018,no_65–69,132,22,no,2018-06-04,2018_22
2018,no_65–69,92,23,no,2018-06-11,2018_23
2018,no_65–69,99,24,no,2018-06-18,2018_24
2018,no_65–69,100,25,no,2018-06-25,2018_25
2018,no_65–69,84,26,no,2018-07-02,2018_26
2018,no_65–69,98,27,no,2018-07-09,2018_27
2018,no_65–69,94,28,no,2018-07-16,2018_28
2018,no_65–69,98,29,no,2018-07-23,2018_29
2018,no_65–69,98,30,no,2018-07-30,2018_30
2018,no_65–69,103,31,no,2018-08-06,2018_31
2018,no_65–69,95,32,no,2018-08-13,2018_32
2018,no_65–69,91,33,no,2018-08-20,2018_33
2018,no_65–69,93,34,no,2018-08-27,2018_34
2018,no_65–69,105,35,no,2018-09-03,2018_35
2018,no_65–69,92,36,no,2018-09-10,2018_36
2018,no_65–69,94,37,no,2018-09-17,2018_37
2018,no_65–69,107,38,no,2018-09-24,2018_38
2018,no_65–69,99,39,no,2018-10-01,2018_39
2018,no_65–69,104,40,no,2018-10-08,2018_40
2018,no_65–69,100,41,no,2018-10-15,2018_41
2018,no_65–69,103,42,no,2018-10-22,2018_42
2018,no_65–69,108,43,no,2018-10-29,2018_43
2018,no_65–69,109,44,no,2018-11-05,2018_44
2018,no_65–69,100,45,no,2018-11-12,2018_45
2018,no_65–69,104,46,no,2018-11-19,2018_46
2018,no_65–69,105,47,no,2018-11-26,2018_47
2018,no_65–69,120,48,no,2018-12-03,2018_48
2018,no_65–69,95,49,no,2018-12-10,2018_49
2018,no_65–69,110,50,no,2018-12-17,2018_50
2018,no_65–69,115,51,no,2018-12-24,2018_51
2019,no_65–69,129,1,no,2019-01-07,2019_1
2019,no_65–69,127,2,no,2019-01-14,2019_2
2019,no_65–69,121,3,no,2019-01-21,2019_3
2019,no_65–69,107,4,no,2019-01-28,2019_4
2019,no_65–69,139,5,no,2019-02-04,2019_5
2019,no_65–69,146,6,no,2019-02-11,2019_6
2019,no_65–69,113,7,no,2019-02-18,2019_7
2019,no_65–69,135,8,no,2019-02-25,2019_8
2019,no_65–69,107,9,no,2019-03-04,2019_9
2019,no_65–69,125,10,no,2019-03-11,2019_10
2019,no_65–69,102,11,no,2019-03-18,2019_11
2019,no_65–69,92,12,no,2019-03-25,2019_12
2019,no_65–69,108,13,no,2019-04-01,2019_13
2019,no_65–69,109,14,no,2019-04-08,2019_14
2019,no_65–69,97,15,no,2019-04-15,2019_15
2019,no_65–69,95,16,no,2019-04-22,2019_16
2019,no_65–69,105,17,no,2019-04-29,2019_17
2019,no_65–69,128,18,no,2019-05-06,2019_18
2019,no_65–69,113,19,no,2019-05-13,2019_19
2019,no_65–69,91,20,no,2019-05-20,2019_20
2019,no_65–69,100,21,no,2019-05-27,2019_21
2019,no_65–69,93,22,no,2019-06-03,2019_22
2019,no_65–69,116,23,no,2019-06-10,2019_23
2019,no_65–69,111,24,no,2019-06-17,2019_24
2019,no_65–69,95,25,no,2019-06-24,2019_25
2019,no_65–69,95,26,no,2019-07-01,2019_26
2019,no_65–69,86,27,no,2019-07-08,2019_27
2019,no_65–69,88,28,no,2019-07-15,2019_28
2019,no_65–69,101,29,no,2019-07-22,2019_29
2019,no_65–69,100,30,no,2019-07-29,2019_30
2019,no_65–69,100,31,no,2019-08-05,2019_31
2019,no_65–69,93,32,no,2019-08-12,2019_32
2019,no_65–69,100,33,no,2019-08-19,2019_33
2019,no_65–69,91,34,no,2019-08-26,2019_34
2019,no_65–69,111,35,no,2019-09-02,2019_35
2019,no_65–69,98,36,no,2019-09-09,2019_36
2019,no_65–69,88,37,no,2019-09-16,2019_37
2019,no_65–69,101,38,no,2019-09-23,2019_38
2019,no_65–69,105,39,no,2019-09-30,2019_39
2019,no_65–69,120,40,no,2019-10-07,2019_40
2019,no_65–69,89,41,no,2019-10-14,2019_41
2019,no_65–69,102,42,no,2019-10-21,2019_42
2019,no_65–69,116,43,no,2019-10-28,2019_43
2019,no_65–69,98,44,no,2019-11-04,2019_44
2019,no_65–69,104,45,no,2019-11-11,2019_45
2019,no_65–69,109,46,no,2019-11-18,2019_46
2019,no_65–69,105,47,no,2019-11-25,2019_47
2019,no_65–69,97,48,no,2019-12-02,2019_48
2019,no_65–69,118,49,no,2019-12-09,2019_49
2019,no_65–69,112,50,no,2019-12-16,2019_50
2019,no_65–69,117,51,no,2019-12-23,2019_51
2020,no_65–69,133,1,no,2020-01-06,2020_1
2020,no_65–69,109,2,no,2020-01-13,2020_2
2020,no_65–69,102,3,no,2020-01-20,2020_3
2020,no_65–69,109,4,no,2020-01-27,2020_4
2020,no_65–69,126,5,no,2020-02-03,2020_5
2020,no_65–69,124,6,no,2020-02-10,2020_6
2020,no_65–69,135,7,no,2020-02-17,2020_7
2020,no_65–69,141,8,no,2020-02-24,2020_8
2020,no_65–69,115,9,no,2020-03-02,2020_9
2020,no_65–69,93,10,no,2020-03-09,2020_10
2020,no_65–69,133,11,no,2020-03-16,2020_11
2020,no_65–69,146,12,no,2020-03-23,2020_12
2020,no_65–69,140,13,no,2020-03-30,2020_13
2020,no_65–69,119,14,no,2020-04-06,2020_14
2020,no_65–69,116,15,no,2020-04-13,2020_15
2020,no_65–69,108,16,no,2020-04-20,2020_16
2020,no_65–69,105,17,no,2020-04-27,2020_17
2020,no_65–69,96,18,no,2020-05-04,2020_18
2020,no_65–69,135,19,no,2020-05-11,2020_19
2020,no_65–69,106,20,no,2020-05-18,2020_20
2020,no_65–69,94,21,no,2020-05-25,2020_21
2020,no_65–69,95,22,no,2020-06-01,2020_22
2020,no_65–69,101,23,no,2020-06-08,2020_23
2020,no_65–69,116,24,no,2020-06-15,2020_24
2020,no_65–69,93,25,no,2020-06-22,2020_25
2020,no_65–69,101,26,no,2020-06-29,2020_26
2020,no_65–69,123,27,no,2020-07-06,2020_27
2020,no_65–69,102,28,no,2020-07-13,2020_28
2020,no_65–69,99,29,no,2020-07-20,2020_29
2020,no_65–69,101,30,no,2020-07-27,2020_30
2020,no_65–69,102,31,no,2020-08-03,2020_31
2020,no_65–69,107,32,no,2020-08-10,2020_32
2020,no_65–69,117,33,no,2020-08-17,2020_33
2020,no_65–69,95,34,no,2020-08-24,2020_34
2020,no_65–69,104,35,no,2020-08-31,2020_35
2020,no_65–69,97,36,no,2020-09-07,2020_36
2020,no_65–69,105,37,no,2020-09-14,2020_37
2020,no_65–69,102,38,no,2020-09-21,2020_38
2020,no_65–69,121,39,no,2020-09-28,2020_39
2020,no_65–69,119,40,no,2020-10-05,2020_40
2020,no_65–69,119,41,no,2020-10-12,2020_41
2020,no_65–69,135,42,no,2020-10-19,2020_42
2020,no_65–69,127,43,no,2020-10-26,2020_43
2020,no_65–69,136,44,no,2020-11-02,2020_44
2020,no_65–69,156,45,no,2020-11-09,2020_45
2020,no_65–69,161,46,no,2020-11-16,2020_46
2020,no_65–69,153,47,no,2020-11-23,2020_47
2020,no_65–69,137,48,no,2020-11-30,2020_48
2020,no_65–69,154,49,no,2020-12-07,2020_49
2020,no_65–69,157,50,no,2020-12-14,2020_50
2020,no_65–69,156,51,no,2020-12-21,2020_51
2015,no_70–74,139,1,no,2015-01-05,2015_1
2015,no_70–74,147,2,no,2015-01-12,2015_2
2015,no_70–74,156,3,no,2015-01-19,2015_3
2015,no_70–74,151,4,no,2015-01-26,2015_4
2015,no_70–74,144,5,no,2015-02-02,2015_5
2015,no_70–74,179,6,no,2015-02-09,2015_6
2015,no_70–74,156,7,no,2015-02-16,2015_7
2015,no_70–74,196,8,no,2015-02-23,2015_8
2015,no_70–74,163,9,no,2015-03-02,2015_9
2015,no_70–74,141,10,no,2015-03-09,2015_10
2015,no_70–74,154,11,no,2015-03-16,2015_11
2015,no_70–74,136,12,no,2015-03-23,2015_12
2015,no_70–74,133,13,no,2015-03-30,2015_13
2015,no_70–74,144,14,no,2015-04-06,2015_14
2015,no_70–74,122,15,no,2015-04-13,2015_15
2015,no_70–74,134,16,no,2015-04-20,2015_16
2015,no_70–74,147,17,no,2015-04-27,2015_17
2015,no_70–74,146,18,no,2015-05-04,2015_18
2015,no_70–74,125,19,no,2015-05-11,2015_19
2015,no_70–74,102,20,no,2015-05-18,2015_20
2015,no_70–74,109,21,no,2015-05-25,2015_21
2015,no_70–74,106,22,no,2015-06-01,2015_22
2015,no_70–74,129,23,no,2015-06-08,2015_23
2015,no_70–74,135,24,no,2015-06-15,2015_24
2015,no_70–74,95,25,no,2015-06-22,2015_25
2015,no_70–74,118,26,no,2015-06-29,2015_26
2015,no_70–74,129,27,no,2015-07-06,2015_27
2015,no_70–74,114,28,no,2015-07-13,2015_28
2015,no_70–74,112,29,no,2015-07-20,2015_29
2015,no_70–74,139,30,no,2015-07-27,2015_30
2015,no_70–74,98,31,no,2015-08-03,2015_31
2015,no_70–74,130,32,no,2015-08-10,2015_32
2015,no_70–74,141,33,no,2015-08-17,2015_33
2015,no_70–74,83,34,no,2015-08-24,2015_34
2015,no_70–74,101,35,no,2015-08-31,2015_35
2015,no_70–74,117,36,no,2015-09-07,2015_36
2015,no_70–74,111,37,no,2015-09-14,2015_37
2015,no_70–74,121,38,no,2015-09-21,2015_38
2015,no_70–74,131,39,no,2015-09-28,2015_39
2015,no_70–74,120,40,no,2015-10-05,2015_40
2015,no_70–74,108,41,no,2015-10-12,2015_41
2015,no_70–74,118,42,no,2015-10-19,2015_42
2015,no_70–74,135,43,no,2015-10-26,2015_43
2015,no_70–74,111,44,no,2015-11-02,2015_44
2015,no_70–74,118,45,no,2015-11-09,2015_45
2015,no_70–74,108,46,no,2015-11-16,2015_46
2015,no_70–74,130,47,no,2015-11-23,2015_47
2015,no_70–74,122,48,no,2015-11-30,2015_48
2015,no_70–74,121,49,no,2015-12-07,2015_49
2015,no_70–74,117,50,no,2015-12-14,2015_50
2015,no_70–74,119,51,no,2015-12-21,2015_51
2016,no_70–74,141,1,no,2016-01-04,2016_1
2016,no_70–74,130,2,no,2016-01-11,2016_2
2016,no_70–74,143,3,no,2016-01-18,2016_3
2016,no_70–74,134,4,no,2016-01-25,2016_4
2016,no_70–74,111,5,no,2016-02-01,2016_5
2016,no_70–74,129,6,no,2016-02-08,2016_6
2016,no_70–74,130,7,no,2016-02-15,2016_7
2016,no_70–74,99,8,no,2016-02-22,2016_8
2016,no_70–74,125,9,no,2016-02-29,2016_9
2016,no_70–74,127,10,no,2016-03-07,2016_10
2016,no_70–74,129,11,no,2016-03-14,2016_11
2016,no_70–74,112,12,no,2016-03-21,2016_12
2016,no_70–74,117,13,no,2016-03-28,2016_13
2016,no_70–74,145,14,no,2016-04-04,2016_14
2016,no_70–74,95,15,no,2016-04-11,2016_15
2016,no_70–74,125,16,no,2016-04-18,2016_16
2016,no_70–74,84,17,no,2016-04-25,2016_17
2016,no_70–74,111,18,no,2016-05-02,2016_18
2016,no_70–74,122,19,no,2016-05-09,2016_19
2016,no_70–74,123,20,no,2016-05-16,2016_20
2016,no_70–74,100,21,no,2016-05-23,2016_21
2016,no_70–74,125,22,no,2016-05-30,2016_22
2016,no_70–74,101,23,no,2016-06-06,2016_23
2016,no_70–74,82,24,no,2016-06-13,2016_24
2016,no_70–74,110,25,no,2016-06-20,2016_25
2016,no_70–74,88,26,no,2016-06-27,2016_26
2016,no_70–74,107,27,no,2016-07-04,2016_27
2016,no_70–74,116,28,no,2016-07-11,2016_28
2016,no_70–74,113,29,no,2016-07-18,2016_29
2016,no_70–74,127,30,no,2016-07-25,2016_30
2016,no_70–74,128,31,no,2016-08-01,2016_31
2016,no_70–74,112,32,no,2016-08-08,2016_32
2016,no_70–74,120,33,no,2016-08-15,2016_33
2016,no_70–74,129,34,no,2016-08-22,2016_34
2016,no_70–74,106,35,no,2016-08-29,2016_35
2016,no_70–74,116,36,no,2016-09-05,2016_36
2016,no_70–74,119,37,no,2016-09-12,2016_37
2016,no_70–74,108,38,no,2016-09-19,2016_38
2016,no_70–74,114,39,no,2016-09-26,2016_39
2016,no_70–74,118,40,no,2016-10-03,2016_40
2016,no_70–74,117,41,no,2016-10-10,2016_41
2016,no_70–74,123,42,no,2016-10-17,2016_42
2016,no_70–74,140,43,no,2016-10-24,2016_43
2016,no_70–74,107,44,no,2016-10-31,2016_44
2016,no_70–74,122,45,no,2016-11-07,2016_45
2016,no_70–74,128,46,no,2016-11-14,2016_46
2016,no_70–74,144,47,no,2016-11-21,2016_47
2016,no_70–74,137,48,no,2016-11-28,2016_48
2016,no_70–74,142,49,no,2016-12-05,2016_49
2016,no_70–74,129,50,no,2016-12-12,2016_50
2016,no_70–74,124,51,no,2016-12-19,2016_51
2017,no_70–74,133,1,no,2017-01-02,2017_1
2017,no_70–74,168,2,no,2017-01-09,2017_2
2017,no_70–74,162,3,no,2017-01-16,2017_3
2017,no_70–74,155,4,no,2017-01-23,2017_4
2017,no_70–74,149,5,no,2017-01-30,2017_5
2017,no_70–74,150,6,no,2017-02-06,2017_6
2017,no_70–74,140,7,no,2017-02-13,2017_7
2017,no_70–74,145,8,no,2017-02-20,2017_8
2017,no_70–74,145,9,no,2017-02-27,2017_9
2017,no_70–74,136,10,no,2017-03-06,2017_10
2017,no_70–74,143,11,no,2017-03-13,2017_11
2017,no_70–74,122,12,no,2017-03-20,2017_12
2017,no_70–74,116,13,no,2017-03-27,2017_13
2017,no_70–74,136,14,no,2017-04-03,2017_14
2017,no_70–74,135,15,no,2017-04-10,2017_15
2017,no_70–74,107,16,no,2017-04-17,2017_16
2017,no_70–74,122,17,no,2017-04-24,2017_17
2017,no_70–74,117,18,no,2017-05-01,2017_18
2017,no_70–74,99,19,no,2017-05-08,2017_19
2017,no_70–74,118,20,no,2017-05-15,2017_20
2017,no_70–74,108,21,no,2017-05-22,2017_21
2017,no_70–74,131,22,no,2017-05-29,2017_22
2017,no_70–74,115,23,no,2017-06-05,2017_23
2017,no_70–74,103,24,no,2017-06-12,2017_24
2017,no_70–74,105,25,no,2017-06-19,2017_25
2017,no_70–74,113,26,no,2017-06-26,2017_26
2017,no_70–74,99,27,no,2017-07-03,2017_27
2017,no_70–74,115,28,no,2017-07-10,2017_28
2017,no_70–74,112,29,no,2017-07-17,2017_29
2017,no_70–74,104,30,no,2017-07-24,2017_30
2017,no_70–74,127,31,no,2017-07-31,2017_31
2017,no_70–74,113,32,no,2017-08-07,2017_32
2017,no_70–74,121,33,no,2017-08-14,2017_33
2017,no_70–74,100,34,no,2017-08-21,2017_34
2017,no_70–74,101,35,no,2017-08-28,2017_35
2017,no_70–74,129,36,no,2017-09-04,2017_36
2017,no_70–74,114,37,no,2017-09-11,2017_37
2017,no_70–74,120,38,no,2017-09-18,2017_38
2017,no_70–74,114,39,no,2017-09-25,2017_39
2017,no_70–74,117,40,no,2017-10-02,2017_40
2017,no_70–74,116,41,no,2017-10-09,2017_41
2017,no_70–74,116,42,no,2017-10-16,2017_42
2017,no_70–74,113,43,no,2017-10-23,2017_43
2017,no_70–74,131,44,no,2017-10-30,2017_44
2017,no_70–74,131,45,no,2017-11-06,2017_45
2017,no_70–74,102,46,no,2017-11-13,2017_46
2017,no_70–74,147,47,no,2017-11-20,2017_47
2017,no_70–74,138,48,no,2017-11-27,2017_48
2017,no_70–74,138,49,no,2017-12-04,2017_49
2017,no_70–74,118,50,no,2017-12-11,2017_50
2017,no_70–74,107,51,no,2017-12-18,2017_51
2018,no_70–74,132,1,no,2018-01-08,2018_1
2018,no_70–74,102,2,no,2018-01-15,2018_2
2018,no_70–74,121,3,no,2018-01-22,2018_3
2018,no_70–74,115,4,no,2018-01-29,2018_4
2018,no_70–74,139,5,no,2018-02-05,2018_5
2018,no_70–74,142,6,no,2018-02-12,2018_6
2018,no_70–74,155,7,no,2018-02-19,2018_7
2018,no_70–74,166,8,no,2018-02-26,2018_8
2018,no_70–74,156,9,no,2018-03-05,2018_9
2018,no_70–74,148,10,no,2018-03-12,2018_10
2018,no_70–74,156,11,no,2018-03-19,2018_11
2018,no_70–74,119,12,no,2018-03-26,2018_12
2018,no_70–74,136,13,no,2018-04-02,2018_13
2018,no_70–74,133,14,no,2018-04-09,2018_14
2018,no_70–74,147,15,no,2018-04-16,2018_15
2018,no_70–74,113,16,no,2018-04-23,2018_16
2018,no_70–74,124,17,no,2018-04-30,2018_17
2018,no_70–74,113,18,no,2018-05-07,2018_18
2018,no_70–74,102,19,no,2018-05-14,2018_19
2018,no_70–74,103,20,no,2018-05-21,2018_20
2018,no_70–74,111,21,no,2018-05-28,2018_21
2018,no_70–74,111,22,no,2018-06-04,2018_22
2018,no_70–74,94,23,no,2018-06-11,2018_23
2018,no_70–74,109,24,no,2018-06-18,2018_24
2018,no_70–74,100,25,no,2018-06-25,2018_25
2018,no_70–74,114,26,no,2018-07-02,2018_26
2018,no_70–74,123,27,no,2018-07-09,2018_27
2018,no_70–74,129,28,no,2018-07-16,2018_28
2018,no_70–74,113,29,no,2018-07-23,2018_29
2018,no_70–74,124,30,no,2018-07-30,2018_30
2018,no_70–74,111,31,no,2018-08-06,2018_31
2018,no_70–74,116,32,no,2018-08-13,2018_32
2018,no_70–74,105,33,no,2018-08-20,2018_33
2018,no_70–74,131,34,no,2018-08-27,2018_34
2018,no_70–74,101,35,no,2018-09-03,2018_35
2018,no_70–74,106,36,no,2018-09-10,2018_36
2018,no_70–74,109,37,no,2018-09-17,2018_37
2018,no_70–74,112,38,no,2018-09-24,2018_38
2018,no_70–74,110,39,no,2018-10-01,2018_39
2018,no_70–74,136,40,no,2018-10-08,2018_40
2018,no_70–74,127,41,no,2018-10-15,2018_41
2018,no_70–74,108,42,no,2018-10-22,2018_42
2018,no_70–74,121,43,no,2018-10-29,2018_43
2018,no_70–74,128,44,no,2018-11-05,2018_44
2018,no_70–74,110,45,no,2018-11-12,2018_45
2018,no_70–74,111,46,no,2018-11-19,2018_46
2018,no_70–74,130,47,no,2018-11-26,2018_47
2018,no_70–74,125,48,no,2018-12-03,2018_48
2018,no_70–74,116,49,no,2018-12-10,2018_49
2018,no_70–74,145,50,no,2018-12-17,2018_50
2018,no_70–74,148,51,no,2018-12-24,2018_51
2019,no_70–74,163,1,no,2019-01-07,2019_1
2019,no_70–74,160,2,no,2019-01-14,2019_2
2019,no_70–74,157,3,no,2019-01-21,2019_3
2019,no_70–74,152,4,no,2019-01-28,2019_4
2019,no_70–74,174,5,no,2019-02-04,2019_5
2019,no_70–74,174,6,no,2019-02-11,2019_6
2019,no_70–74,151,7,no,2019-02-18,2019_7
2019,no_70–74,140,8,no,2019-02-25,2019_8
2019,no_70–74,168,9,no,2019-03-04,2019_9
2019,no_70–74,147,10,no,2019-03-11,2019_10
2019,no_70–74,134,11,no,2019-03-18,2019_11
2019,no_70–74,143,12,no,2019-03-25,2019_12
2019,no_70–74,119,13,no,2019-04-01,2019_13
2019,no_70–74,120,14,no,2019-04-08,2019_14
2019,no_70–74,114,15,no,2019-04-15,2019_15
2019,no_70–74,124,16,no,2019-04-22,2019_16
2019,no_70–74,132,17,no,2019-04-29,2019_17
2019,no_70–74,88,18,no,2019-05-06,2019_18
2019,no_70–74,100,19,no,2019-05-13,2019_19
2019,no_70–74,118,20,no,2019-05-20,2019_20
2019,no_70–74,122,21,no,2019-05-27,2019_21
2019,no_70–74,111,22,no,2019-06-03,2019_22
2019,no_70–74,113,23,no,2019-06-10,2019_23
2019,no_70–74,109,24,no,2019-06-17,2019_24
2019,no_70–74,121,25,no,2019-06-24,2019_25
2019,no_70–74,114,26,no,2019-07-01,2019_26
2019,no_70–74,120,27,no,2019-07-08,2019_27
2019,no_70–74,100,28,no,2019-07-15,2019_28
2019,no_70–74,123,29,no,2019-07-22,2019_29
2019,no_70–74,128,30,no,2019-07-29,2019_30
2019,no_70–74,106,31,no,2019-08-05,2019_31
2019,no_70–74,117,32,no,2019-08-12,2019_32
2019,no_70–74,100,33,no,2019-08-19,2019_33
2019,no_70–74,104,34,no,2019-08-26,2019_34
2019,no_70–74,127,35,no,2019-09-02,2019_35
2019,no_70–74,101,36,no,2019-09-09,2019_36
2019,no_70–74,116,37,no,2019-09-16,2019_37
2019,no_70–74,122,38,no,2019-09-23,2019_38
2019,no_70–74,112,39,no,2019-09-30,2019_39
2019,no_70–74,113,40,no,2019-10-07,2019_40
2019,no_70–74,114,41,no,2019-10-14,2019_41
2019,no_70–74,117,42,no,2019-10-21,2019_42
2019,no_70–74,123,43,no,2019-10-28,2019_43
2019,no_70–74,107,44,no,2019-11-04,2019_44
2019,no_70–74,132,45,no,2019-11-11,2019_45
2019,no_70–74,122,46,no,2019-11-18,2019_46
2019,no_70–74,114,47,no,2019-11-25,2019_47
2019,no_70–74,144,48,no,2019-12-02,2019_48
2019,no_70–74,130,49,no,2019-12-09,2019_49
2019,no_70–74,113,50,no,2019-12-16,2019_50
2019,no_70–74,127,51,no,2019-12-23,2019_51
2020,no_70–74,145,1,no,2020-01-06,2020_1
2020,no_70–74,131,2,no,2020-01-13,2020_2
2020,no_70–74,125,3,no,2020-01-20,2020_3
2020,no_70–74,156,4,no,2020-01-27,2020_4
2020,no_70–74,134,5,no,2020-02-03,2020_5
2020,no_70–74,143,6,no,2020-02-10,2020_6
2020,no_70–74,158,7,no,2020-02-17,2020_7
2020,no_70–74,137,8,no,2020-02-24,2020_8
2020,no_70–74,151,9,no,2020-03-02,2020_9
2020,no_70–74,141,10,no,2020-03-09,2020_10
2020,no_70–74,143,11,no,2020-03-16,2020_11
2020,no_70–74,136,12,no,2020-03-23,2020_12
2020,no_70–74,124,13,no,2020-03-30,2020_13
2020,no_70–74,142,14,no,2020-04-06,2020_14
2020,no_70–74,119,15,no,2020-04-13,2020_15
2020,no_70–74,116,16,no,2020-04-20,2020_16
2020,no_70–74,127,17,no,2020-04-27,2020_17
2020,no_70–74,105,18,no,2020-05-04,2020_18
2020,no_70–74,121,19,no,2020-05-11,2020_19
2020,no_70–74,132,20,no,2020-05-18,2020_20
2020,no_70–74,136,21,no,2020-05-25,2020_21
2020,no_70–74,134,22,no,2020-06-01,2020_22
2020,no_70–74,127,23,no,2020-06-08,2020_23
2020,no_70–74,123,24,no,2020-06-15,2020_24
2020,no_70–74,120,25,no,2020-06-22,2020_25
2020,no_70–74,131,26,no,2020-06-29,2020_26
2020,no_70–74,108,27,no,2020-07-06,2020_27
2020,no_70–74,111,28,no,2020-07-13,2020_28
2020,no_70–74,121,29,no,2020-07-20,2020_29
2020,no_70–74,122,30,no,2020-07-27,2020_30
2020,no_70–74,109,31,no,2020-08-03,2020_31
2020,no_70–74,126,32,no,2020-08-10,2020_32
2020,no_70–74,121,33,no,2020-08-17,2020_33
2020,no_70–74,138,34,no,2020-08-24,2020_34
2020,no_70–74,123,35,no,2020-08-31,2020_35
2020,no_70–74,101,36,no,2020-09-07,2020_36
2020,no_70–74,125,37,no,2020-09-14,2020_37
2020,no_70–74,128,38,no,2020-09-21,2020_38
2020,no_70–74,139,39,no,2020-09-28,2020_39
2020,no_70–74,141,40,no,2020-10-05,2020_40
2020,no_70–74,137,41,no,2020-10-12,2020_41
2020,no_70–74,139,42,no,2020-10-19,2020_42
2020,no_70–74,170,43,no,2020-10-26,2020_43
2020,no_70–74,158,44,no,2020-11-02,2020_44
2020,no_70–74,182,45,no,2020-11-09,2020_45
2020,no_70–74,199,46,no,2020-11-16,2020_46
2020,no_70–74,204,47,no,2020-11-23,2020_47
2020,no_70–74,214,48,no,2020-11-30,2020_48
2020,no_70–74,220,49,no,2020-12-07,2020_49
2020,no_70–74,196,50,no,2020-12-14,2020_50
2020,no_70–74,184,51,no,2020-12-21,2020_51
2015,no_75–79,185,1,no,2015-01-05,2015_1
2015,no_75–79,225,2,no,2015-01-12,2015_2
2015,no_75–79,218,3,no,2015-01-19,2015_3
2015,no_75–79,200,4,no,2015-01-26,2015_4
2015,no_75–79,232,5,no,2015-02-02,2015_5
2015,no_75–79,225,6,no,2015-02-09,2015_6
2015,no_75–79,235,7,no,2015-02-16,2015_7
2015,no_75–79,241,8,no,2015-02-23,2015_8
2015,no_75–79,243,9,no,2015-03-02,2015_9
2015,no_75–79,230,10,no,2015-03-09,2015_10
2015,no_75–79,195,11,no,2015-03-16,2015_11
2015,no_75–79,204,12,no,2015-03-23,2015_12
2015,no_75–79,196,13,no,2015-03-30,2015_13
2015,no_75–79,186,14,no,2015-04-06,2015_14
2015,no_75–79,188,15,no,2015-04-13,2015_15
2015,no_75–79,194,16,no,2015-04-20,2015_16
2015,no_75–79,173,17,no,2015-04-27,2015_17
2015,no_75–79,162,18,no,2015-05-04,2015_18
2015,no_75–79,151,19,no,2015-05-11,2015_19
2015,no_75–79,174,20,no,2015-05-18,2015_20
2015,no_75–79,179,21,no,2015-05-25,2015_21
2015,no_75–79,141,22,no,2015-06-01,2015_22
2015,no_75–79,170,23,no,2015-06-08,2015_23
2015,no_75–79,157,24,no,2015-06-15,2015_24
2015,no_75–79,135,25,no,2015-06-22,2015_25
2015,no_75–79,150,26,no,2015-06-29,2015_26
2015,no_75–79,164,27,no,2015-07-06,2015_27
2015,no_75–79,177,28,no,2015-07-13,2015_28
2015,no_75–79,156,29,no,2015-07-20,2015_29
2015,no_75–79,183,30,no,2015-07-27,2015_30
2015,no_75–79,135,31,no,2015-08-03,2015_31
2015,no_75–79,162,32,no,2015-08-10,2015_32
2015,no_75–79,181,33,no,2015-08-17,2015_33
2015,no_75–79,139,34,no,2015-08-24,2015_34
2015,no_75–79,161,35,no,2015-08-31,2015_35
2015,no_75–79,169,36,no,2015-09-07,2015_36
2015,no_75–79,135,37,no,2015-09-14,2015_37
2015,no_75–79,177,38,no,2015-09-21,2015_38
2015,no_75–79,141,39,no,2015-09-28,2015_39
2015,no_75–79,143,40,no,2015-10-05,2015_40
2015,no_75–79,173,41,no,2015-10-12,2015_41
2015,no_75–79,165,42,no,2015-10-19,2015_42
2015,no_75–79,148,43,no,2015-10-26,2015_43
2015,no_75–79,163,44,no,2015-11-02,2015_44
2015,no_75–79,174,45,no,2015-11-09,2015_45
2015,no_75–79,161,46,no,2015-11-16,2015_46
2015,no_75–79,149,47,no,2015-11-23,2015_47
2015,no_75–79,158,48,no,2015-11-30,2015_48
2015,no_75–79,153,49,no,2015-12-07,2015_49
2015,no_75–79,163,50,no,2015-12-14,2015_50
2015,no_75–79,165,51,no,2015-12-21,2015_51
2016,no_75–79,176,1,no,2016-01-04,2016_1
2016,no_75–79,193,2,no,2016-01-11,2016_2
2016,no_75–79,159,3,no,2016-01-18,2016_3
2016,no_75–79,191,4,no,2016-01-25,2016_4
2016,no_75–79,174,5,no,2016-02-01,2016_5
2016,no_75–79,167,6,no,2016-02-08,2016_6
2016,no_75–79,155,7,no,2016-02-15,2016_7
2016,no_75–79,174,8,no,2016-02-22,2016_8
2016,no_75–79,179,9,no,2016-02-29,2016_9
2016,no_75–79,190,10,no,2016-03-07,2016_10
2016,no_75–79,184,11,no,2016-03-14,2016_11
2016,no_75–79,171,12,no,2016-03-21,2016_12
