year,variable,value,week,nem,date,date_week
2018,ferfi_0–34,16,50,ferfi,2018-12-17,2018_50
2018,ferfi_0–34,18,51,ferfi,2018-12-24,2018_51
2019,ferfi_0–34,24,1,ferfi,2019-01-07,2019_1
2019,ferfi_0–34,16,2,ferfi,2019-01-14,2019_2
2019,ferfi_0–34,21,3,ferfi,2019-01-21,2019_3
2019,ferfi_0–34,21,4,ferfi,2019-01-28,2019_4
2019,ferfi_0–34,27,5,ferfi,2019-02-04,2019_5
2019,ferfi_0–34,22,6,ferfi,2019-02-11,2019_6
2019,ferfi_0–34,22,7,ferfi,2019-02-18,2019_7
2019,ferfi_0–34,19,8,ferfi,2019-02-25,2019_8
2019,ferfi_0–34,28,9,ferfi,2019-03-04,2019_9
2019,ferfi_0–34,25,10,ferfi,2019-03-11,2019_10
2019,ferfi_0–34,20,11,ferfi,2019-03-18,2019_11
2019,ferfi_0–34,16,12,ferfi,2019-03-25,2019_12
2019,ferfi_0–34,17,13,ferfi,2019-04-01,2019_13
2019,ferfi_0–34,21,14,ferfi,2019-04-08,2019_14
2019,ferfi_0–34,21,15,ferfi,2019-04-15,2019_15
2019,ferfi_0–34,20,16,ferfi,2019-04-22,2019_16
2019,ferfi_0–34,15,17,ferfi,2019-04-29,2019_17
2019,ferfi_0–34,17,18,ferfi,2019-05-06,2019_18
2019,ferfi_0–34,17,19,ferfi,2019-05-13,2019_19
2019,ferfi_0–34,16,20,ferfi,2019-05-20,2019_20
2019,ferfi_0–34,16,21,ferfi,2019-05-27,2019_21
2019,ferfi_0–34,15,22,ferfi,2019-06-03,2019_22
2019,ferfi_0–34,23,23,ferfi,2019-06-10,2019_23
2019,ferfi_0–34,24,24,ferfi,2019-06-17,2019_24
2019,ferfi_0–34,21,25,ferfi,2019-06-24,2019_25
2019,ferfi_0–34,26,26,ferfi,2019-07-01,2019_26
2019,ferfi_0–34,25,27,ferfi,2019-07-08,2019_27
2019,ferfi_0–34,13,28,ferfi,2019-07-15,2019_28
2019,ferfi_0–34,17,29,ferfi,2019-07-22,2019_29
2019,ferfi_0–34,17,30,ferfi,2019-07-29,2019_30
2019,ferfi_0–34,17,31,ferfi,2019-08-05,2019_31
2019,ferfi_0–34,14,32,ferfi,2019-08-12,2019_32
2019,ferfi_0–34,23,33,ferfi,2019-08-19,2019_33
2019,ferfi_0–34,23,34,ferfi,2019-08-26,2019_34
2019,ferfi_0–34,18,35,ferfi,2019-09-02,2019_35
2019,ferfi_0–34,22,36,ferfi,2019-09-09,2019_36
2019,ferfi_0–34,27,37,ferfi,2019-09-16,2019_37
2019,ferfi_0–34,23,38,ferfi,2019-09-23,2019_38
2019,ferfi_0–34,19,39,ferfi,2019-09-30,2019_39
2019,ferfi_0–34,21,40,ferfi,2019-10-07,2019_40
2019,ferfi_0–34,28,41,ferfi,2019-10-14,2019_41
2019,ferfi_0–34,18,42,ferfi,2019-10-21,2019_42
2019,ferfi_0–34,14,43,ferfi,2019-10-28,2019_43
2019,ferfi_0–34,12,44,ferfi,2019-11-04,2019_44
2019,ferfi_0–34,16,45,ferfi,2019-11-11,2019_45
2019,ferfi_0–34,21,46,ferfi,2019-11-18,2019_46
2019,ferfi_0–34,22,47,ferfi,2019-11-25,2019_47
2019,ferfi_0–34,22,48,ferfi,2019-12-02,2019_48
2019,ferfi_0–34,15,49,ferfi,2019-12-09,2019_49
2019,ferfi_0–34,21,50,ferfi,2019-12-16,2019_50
2019,ferfi_0–34,22,51,ferfi,2019-12-23,2019_51
2020,ferfi_0–34,17,1,ferfi,2020-01-06,2020_1
2020,ferfi_0–34,25,2,ferfi,2020-01-13,2020_2
2020,ferfi_0–34,21,3,ferfi,2020-01-20,2020_3
2020,ferfi_0–34,15,4,ferfi,2020-01-27,2020_4
2020,ferfi_0–34,22,5,ferfi,2020-02-03,2020_5
2020,ferfi_0–34,16,6,ferfi,2020-02-10,2020_6
2020,ferfi_0–34,21,7,ferfi,2020-02-17,2020_7
2020,ferfi_0–34,19,8,ferfi,2020-02-24,2020_8
2020,ferfi_0–34,16,9,ferfi,2020-03-02,2020_9
2020,ferfi_0–34,23,10,ferfi,2020-03-09,2020_10
2020,ferfi_0–34,25,11,ferfi,2020-03-16,2020_11
2020,ferfi_0–34,18,12,ferfi,2020-03-23,2020_12
2020,ferfi_0–34,23,13,ferfi,2020-03-30,2020_13
2020,ferfi_0–34,19,14,ferfi,2020-04-06,2020_14
2020,ferfi_0–34,19,15,ferfi,2020-04-13,2020_15
2020,ferfi_0–34,17,16,ferfi,2020-04-20,2020_16
2020,ferfi_0–34,18,17,ferfi,2020-04-27,2020_17
2020,ferfi_0–34,25,18,ferfi,2020-05-04,2020_18
2020,ferfi_0–34,13,19,ferfi,2020-05-11,2020_19
2020,ferfi_0–34,22,20,ferfi,2020-05-18,2020_20
2020,ferfi_0–34,15,21,ferfi,2020-05-25,2020_21
2020,ferfi_0–34,30,22,ferfi,2020-06-01,2020_22
2020,ferfi_0–34,22,23,ferfi,2020-06-08,2020_23
2020,ferfi_0–34,18,24,ferfi,2020-06-15,2020_24
2020,ferfi_0–34,20,25,ferfi,2020-06-22,2020_25
2020,ferfi_0–34,17,26,ferfi,2020-06-29,2020_26
2020,ferfi_0–34,23,27,ferfi,2020-07-06,2020_27
2020,ferfi_0–34,15,28,ferfi,2020-07-13,2020_28
2020,ferfi_0–34,12,29,ferfi,2020-07-20,2020_29
2020,ferfi_0–34,18,30,ferfi,2020-07-27,2020_30
2020,ferfi_0–34,22,31,ferfi,2020-08-03,2020_31
2020,ferfi_0–34,19,32,ferfi,2020-08-10,2020_32
2020,ferfi_0–34,15,33,ferfi,2020-08-17,2020_33
2020,ferfi_0–34,18,34,ferfi,2020-08-24,2020_34
2020,ferfi_0–34,19,35,ferfi,2020-08-31,2020_35
2020,ferfi_0–34,28,36,ferfi,2020-09-07,2020_36
2020,ferfi_0–34,18,37,ferfi,2020-09-14,2020_37
2020,ferfi_0–34,15,38,ferfi,2020-09-21,2020_38
2020,ferfi_0–34,21,39,ferfi,2020-09-28,2020_39
2020,ferfi_0–34,24,40,ferfi,2020-10-05,2020_40
2020,ferfi_0–34,22,41,ferfi,2020-10-12,2020_41
2020,ferfi_0–34,19,42,ferfi,2020-10-19,2020_42
2020,ferfi_0–34,29,43,ferfi,2020-10-26,2020_43
2020,ferfi_0–34,22,44,ferfi,2020-11-02,2020_44
2020,ferfi_0–34,21,45,ferfi,2020-11-09,2020_45
2020,ferfi_0–34,30,46,ferfi,2020-11-16,2020_46
2020,ferfi_0–34,17,47,ferfi,2020-11-23,2020_47
2020,ferfi_0–34,12,48,ferfi,2020-11-30,2020_48
2020,ferfi_0–34,20,49,ferfi,2020-12-07,2020_49
2020,ferfi_0–34,25,50,ferfi,2020-12-14,2020_50
2020,ferfi_0–34,21,51,ferfi,2020-12-21,2020_51
2015,ferfi_35–39,13,1,ferfi,2015-01-05,2015_1
2015,ferfi_35–39,7,2,ferfi,2015-01-12,2015_2
2015,ferfi_35–39,8,3,ferfi,2015-01-19,2015_3
2015,ferfi_35–39,16,4,ferfi,2015-01-26,2015_4
2015,ferfi_35–39,9,5,ferfi,2015-02-02,2015_5
2015,ferfi_35–39,12,6,ferfi,2015-02-09,2015_6
2015,ferfi_35–39,17,7,ferfi,2015-02-16,2015_7
2015,ferfi_35–39,12,8,ferfi,2015-02-23,2015_8
2015,ferfi_35–39,12,9,ferfi,2015-03-02,2015_9
2015,ferfi_35–39,10,10,ferfi,2015-03-09,2015_10
2015,ferfi_35–39,12,11,ferfi,2015-03-16,2015_11
2015,ferfi_35–39,18,12,ferfi,2015-03-23,2015_12
2015,ferfi_35–39,12,13,ferfi,2015-03-30,2015_13
2015,ferfi_35–39,14,14,ferfi,2015-04-06,2015_14
2015,ferfi_35–39,11,15,ferfi,2015-04-13,2015_15
2015,ferfi_35–39,18,16,ferfi,2015-04-20,2015_16
2015,ferfi_35–39,13,17,ferfi,2015-04-27,2015_17
2015,ferfi_35–39,10,18,ferfi,2015-05-04,2015_18
2015,ferfi_35–39,10,19,ferfi,2015-05-11,2015_19
2015,ferfi_35–39,9,20,ferfi,2015-05-18,2015_20
2015,ferfi_35–39,12,21,ferfi,2015-05-25,2015_21
2015,ferfi_35–39,10,22,ferfi,2015-06-01,2015_22
2015,ferfi_35–39,5,23,ferfi,2015-06-08,2015_23
2015,ferfi_35–39,16,24,ferfi,2015-06-15,2015_24
2015,ferfi_35–39,11,25,ferfi,2015-06-22,2015_25
2015,ferfi_35–39,14,26,ferfi,2015-06-29,2015_26
2015,ferfi_35–39,11,27,ferfi,2015-07-06,2015_27
2015,ferfi_35–39,10,28,ferfi,2015-07-13,2015_28
2015,ferfi_35–39,20,29,ferfi,2015-07-20,2015_29
2015,ferfi_35–39,11,30,ferfi,2015-07-27,2015_30
2015,ferfi_35–39,11,31,ferfi,2015-08-03,2015_31
2015,ferfi_35–39,10,32,ferfi,2015-08-10,2015_32
2015,ferfi_35–39,15,33,ferfi,2015-08-17,2015_33
2015,ferfi_35–39,9,34,ferfi,2015-08-24,2015_34
2015,ferfi_35–39,15,35,ferfi,2015-08-31,2015_35
2015,ferfi_35–39,10,36,ferfi,2015-09-07,2015_36
2015,ferfi_35–39,8,37,ferfi,2015-09-14,2015_37
2015,ferfi_35–39,12,38,ferfi,2015-09-21,2015_38
2015,ferfi_35–39,10,39,ferfi,2015-09-28,2015_39
2015,ferfi_35–39,11,40,ferfi,2015-10-05,2015_40
2015,ferfi_35–39,17,41,ferfi,2015-10-12,2015_41
2015,ferfi_35–39,12,42,ferfi,2015-10-19,2015_42
2015,ferfi_35–39,12,43,ferfi,2015-10-26,2015_43
2015,ferfi_35–39,8,44,ferfi,2015-11-02,2015_44
2015,ferfi_35–39,13,45,ferfi,2015-11-09,2015_45
2015,ferfi_35–39,8,46,ferfi,2015-11-16,2015_46
2015,ferfi_35–39,4,47,ferfi,2015-11-23,2015_47
2015,ferfi_35–39,12,48,ferfi,2015-11-30,2015_48
2015,ferfi_35–39,9,49,ferfi,2015-12-07,2015_49
2015,ferfi_35–39,16,50,ferfi,2015-12-14,2015_50
2015,ferfi_35–39,17,51,ferfi,2015-12-21,2015_51
2016,ferfi_35–39,8,1,ferfi,2016-01-04,2016_1
2016,ferfi_35–39,7,2,ferfi,2016-01-11,2016_2
2016,ferfi_35–39,11,3,ferfi,2016-01-18,2016_3
2016,ferfi_35–39,9,4,ferfi,2016-01-25,2016_4
2016,ferfi_35–39,10,5,ferfi,2016-02-01,2016_5
2016,ferfi_35–39,10,6,ferfi,2016-02-08,2016_6
2016,ferfi_35–39,20,7,ferfi,2016-02-15,2016_7
2016,ferfi_35–39,11,8,ferfi,2016-02-22,2016_8
2016,ferfi_35–39,10,9,ferfi,2016-02-29,2016_9
2016,ferfi_35–39,12,10,ferfi,2016-03-07,2016_10
2016,ferfi_35–39,12,11,ferfi,2016-03-14,2016_11
2016,ferfi_35–39,9,12,ferfi,2016-03-21,2016_12
2016,ferfi_35–39,9,13,ferfi,2016-03-28,2016_13
2016,ferfi_35–39,10,14,ferfi,2016-04-04,2016_14
2016,ferfi_35–39,12,15,ferfi,2016-04-11,2016_15
2016,ferfi_35–39,7,16,ferfi,2016-04-18,2016_16
2016,ferfi_35–39,10,17,ferfi,2016-04-25,2016_17
2016,ferfi_35–39,15,18,ferfi,2016-05-02,2016_18
2016,ferfi_35–39,10,19,ferfi,2016-05-09,2016_19
2016,ferfi_35–39,7,20,ferfi,2016-05-16,2016_20
2016,ferfi_35–39,6,21,ferfi,2016-05-23,2016_21
2016,ferfi_35–39,10,22,ferfi,2016-05-30,2016_22
2016,ferfi_35–39,8,23,ferfi,2016-06-06,2016_23
2016,ferfi_35–39,16,24,ferfi,2016-06-13,2016_24
2016,ferfi_35–39,13,25,ferfi,2016-06-20,2016_25
2016,ferfi_35–39,13,26,ferfi,2016-06-27,2016_26
2016,ferfi_35–39,11,27,ferfi,2016-07-04,2016_27
2016,ferfi_35–39,13,28,ferfi,2016-07-11,2016_28
2016,ferfi_35–39,11,29,ferfi,2016-07-18,2016_29
2016,ferfi_35–39,10,30,ferfi,2016-07-25,2016_30
2016,ferfi_35–39,11,31,ferfi,2016-08-01,2016_31
2016,ferfi_35–39,8,32,ferfi,2016-08-08,2016_32
2016,ferfi_35–39,6,33,ferfi,2016-08-15,2016_33
2016,ferfi_35–39,11,34,ferfi,2016-08-22,2016_34
2016,ferfi_35–39,10,35,ferfi,2016-08-29,2016_35
2016,ferfi_35–39,8,36,ferfi,2016-09-05,2016_36
2016,ferfi_35–39,8,37,ferfi,2016-09-12,2016_37
2016,ferfi_35–39,8,38,ferfi,2016-09-19,2016_38
2016,ferfi_35–39,8,39,ferfi,2016-09-26,2016_39
2016,ferfi_35–39,12,40,ferfi,2016-10-03,2016_40
2016,ferfi_35–39,11,41,ferfi,2016-10-10,2016_41
2016,ferfi_35–39,12,42,ferfi,2016-10-17,2016_42
2016,ferfi_35–39,5,43,ferfi,2016-10-24,2016_43
2016,ferfi_35–39,11,44,ferfi,2016-10-31,2016_44
2016,ferfi_35–39,14,45,ferfi,2016-11-07,2016_45
2016,ferfi_35–39,7,46,ferfi,2016-11-14,2016_46
2016,ferfi_35–39,12,47,ferfi,2016-11-21,2016_47
2016,ferfi_35–39,7,48,ferfi,2016-11-28,2016_48
2016,ferfi_35–39,14,49,ferfi,2016-12-05,2016_49
2016,ferfi_35–39,5,50,ferfi,2016-12-12,2016_50
2016,ferfi_35–39,12,51,ferfi,2016-12-19,2016_51
2017,ferfi_35–39,5,1,ferfi,2017-01-02,2017_1
2017,ferfi_35–39,13,2,ferfi,2017-01-09,2017_2
2017,ferfi_35–39,8,3,ferfi,2017-01-16,2017_3
2017,ferfi_35–39,12,4,ferfi,2017-01-23,2017_4
2017,ferfi_35–39,12,5,ferfi,2017-01-30,2017_5
2017,ferfi_35–39,9,6,ferfi,2017-02-06,2017_6
2017,ferfi_35–39,8,7,ferfi,2017-02-13,2017_7
2017,ferfi_35–39,8,8,ferfi,2017-02-20,2017_8
2017,ferfi_35–39,8,9,ferfi,2017-02-27,2017_9
2017,ferfi_35–39,8,10,ferfi,2017-03-06,2017_10
2017,ferfi_35–39,7,11,ferfi,2017-03-13,2017_11
2017,ferfi_35–39,13,12,ferfi,2017-03-20,2017_12
2017,ferfi_35–39,11,13,ferfi,2017-03-27,2017_13
2017,ferfi_35–39,14,14,ferfi,2017-04-03,2017_14
2017,ferfi_35–39,10,15,ferfi,2017-04-10,2017_15
2017,ferfi_35–39,10,16,ferfi,2017-04-17,2017_16
2017,ferfi_35–39,10,17,ferfi,2017-04-24,2017_17
2017,ferfi_35–39,12,18,ferfi,2017-05-01,2017_18
2017,ferfi_35–39,12,19,ferfi,2017-05-08,2017_19
2017,ferfi_35–39,8,20,ferfi,2017-05-15,2017_20
2017,ferfi_35–39,5,21,ferfi,2017-05-22,2017_21
2017,ferfi_35–39,10,22,ferfi,2017-05-29,2017_22
2017,ferfi_35–39,8,23,ferfi,2017-06-05,2017_23
2017,ferfi_35–39,13,24,ferfi,2017-06-12,2017_24
2017,ferfi_35–39,11,25,ferfi,2017-06-19,2017_25
2017,ferfi_35–39,6,26,ferfi,2017-06-26,2017_26
2017,ferfi_35–39,11,27,ferfi,2017-07-03,2017_27
2017,ferfi_35–39,9,28,ferfi,2017-07-10,2017_28
2017,ferfi_35–39,9,29,ferfi,2017-07-17,2017_29
2017,ferfi_35–39,11,30,ferfi,2017-07-24,2017_30
2017,ferfi_35–39,9,31,ferfi,2017-07-31,2017_31
2017,ferfi_35–39,7,32,ferfi,2017-08-07,2017_32
2017,ferfi_35–39,7,33,ferfi,2017-08-14,2017_33
2017,ferfi_35–39,8,34,ferfi,2017-08-21,2017_34
2017,ferfi_35–39,7,35,ferfi,2017-08-28,2017_35
2017,ferfi_35–39,14,36,ferfi,2017-09-04,2017_36
2017,ferfi_35–39,9,37,ferfi,2017-09-11,2017_37
2017,ferfi_35–39,10,38,ferfi,2017-09-18,2017_38
2017,ferfi_35–39,9,39,ferfi,2017-09-25,2017_39
2017,ferfi_35–39,5,40,ferfi,2017-10-02,2017_40
2017,ferfi_35–39,15,41,ferfi,2017-10-09,2017_41
2017,ferfi_35–39,17,42,ferfi,2017-10-16,2017_42
2017,ferfi_35–39,5,43,ferfi,2017-10-23,2017_43
2017,ferfi_35–39,9,44,ferfi,2017-10-30,2017_44
2017,ferfi_35–39,15,45,ferfi,2017-11-06,2017_45
2017,ferfi_35–39,4,46,ferfi,2017-11-13,2017_46
2017,ferfi_35–39,10,47,ferfi,2017-11-20,2017_47
2017,ferfi_35–39,11,48,ferfi,2017-11-27,2017_48
2017,ferfi_35–39,23,49,ferfi,2017-12-04,2017_49
2017,ferfi_35–39,9,50,ferfi,2017-12-11,2017_50
2017,ferfi_35–39,8,51,ferfi,2017-12-18,2017_51
2018,ferfi_35–39,14,1,ferfi,2018-01-08,2018_1
2018,ferfi_35–39,6,2,ferfi,2018-01-15,2018_2
2018,ferfi_35–39,9,3,ferfi,2018-01-22,2018_3
2018,ferfi_35–39,14,4,ferfi,2018-01-29,2018_4
2018,ferfi_35–39,10,5,ferfi,2018-02-05,2018_5
2018,ferfi_35–39,10,6,ferfi,2018-02-12,2018_6
2018,ferfi_35–39,8,7,ferfi,2018-02-19,2018_7
2018,ferfi_35–39,11,8,ferfi,2018-02-26,2018_8
2018,ferfi_35–39,11,9,ferfi,2018-03-05,2018_9
2018,ferfi_35–39,12,10,ferfi,2018-03-12,2018_10
2018,ferfi_35–39,11,11,ferfi,2018-03-19,2018_11
2018,ferfi_35–39,14,12,ferfi,2018-03-26,2018_12
2018,ferfi_35–39,9,13,ferfi,2018-04-02,2018_13
2018,ferfi_35–39,12,14,ferfi,2018-04-09,2018_14
2018,ferfi_35–39,11,15,ferfi,2018-04-16,2018_15
2018,ferfi_35–39,17,16,ferfi,2018-04-23,2018_16
2018,ferfi_35–39,8,17,ferfi,2018-04-30,2018_17
2018,ferfi_35–39,10,18,ferfi,2018-05-07,2018_18
2018,ferfi_35–39,8,19,ferfi,2018-05-14,2018_19
2018,ferfi_35–39,9,20,ferfi,2018-05-21,2018_20
2018,ferfi_35–39,9,21,ferfi,2018-05-28,2018_21
2018,ferfi_35–39,11,22,ferfi,2018-06-04,2018_22
2018,ferfi_35–39,6,23,ferfi,2018-06-11,2018_23
2018,ferfi_35–39,10,24,ferfi,2018-06-18,2018_24
2018,ferfi_35–39,8,25,ferfi,2018-06-25,2018_25
2018,ferfi_35–39,8,26,ferfi,2018-07-02,2018_26
2018,ferfi_35–39,3,27,ferfi,2018-07-09,2018_27
2018,ferfi_35–39,6,28,ferfi,2018-07-16,2018_28
2018,ferfi_35–39,8,29,ferfi,2018-07-23,2018_29
2018,ferfi_35–39,5,30,ferfi,2018-07-30,2018_30
2018,ferfi_35–39,12,31,ferfi,2018-08-06,2018_31
2018,ferfi_35–39,16,32,ferfi,2018-08-13,2018_32
2018,ferfi_35–39,6,33,ferfi,2018-08-20,2018_33
2018,ferfi_35–39,7,34,ferfi,2018-08-27,2018_34
2018,ferfi_35–39,9,35,ferfi,2018-09-03,2018_35
2018,ferfi_35–39,14,36,ferfi,2018-09-10,2018_36
2018,ferfi_35–39,8,37,ferfi,2018-09-17,2018_37
2018,ferfi_35–39,6,38,ferfi,2018-09-24,2018_38
2018,ferfi_35–39,4,39,ferfi,2018-10-01,2018_39
2018,ferfi_35–39,11,40,ferfi,2018-10-08,2018_40
2018,ferfi_35–39,11,41,ferfi,2018-10-15,2018_41
2018,ferfi_35–39,10,42,ferfi,2018-10-22,2018_42
2018,ferfi_35–39,10,43,ferfi,2018-10-29,2018_43
2018,ferfi_35–39,13,44,ferfi,2018-11-05,2018_44
2018,ferfi_35–39,5,45,ferfi,2018-11-12,2018_45
2018,ferfi_35–39,9,46,ferfi,2018-11-19,2018_46
2018,ferfi_35–39,10,47,ferfi,2018-11-26,2018_47
2018,ferfi_35–39,8,48,ferfi,2018-12-03,2018_48
2018,ferfi_35–39,9,49,ferfi,2018-12-10,2018_49
2018,ferfi_35–39,11,50,ferfi,2018-12-17,2018_50
2018,ferfi_35–39,11,51,ferfi,2018-12-24,2018_51
2019,ferfi_35–39,9,1,ferfi,2019-01-07,2019_1
2019,ferfi_35–39,13,2,ferfi,2019-01-14,2019_2
2019,ferfi_35–39,6,3,ferfi,2019-01-21,2019_3
2019,ferfi_35–39,7,4,ferfi,2019-01-28,2019_4
2019,ferfi_35–39,6,5,ferfi,2019-02-04,2019_5
2019,ferfi_35–39,10,6,ferfi,2019-02-11,2019_6
2019,ferfi_35–39,9,7,ferfi,2019-02-18,2019_7
2019,ferfi_35–39,7,8,ferfi,2019-02-25,2019_8
2019,ferfi_35–39,12,9,ferfi,2019-03-04,2019_9
2019,ferfi_35–39,14,10,ferfi,2019-03-11,2019_10
2019,ferfi_35–39,9,11,ferfi,2019-03-18,2019_11
2019,ferfi_35–39,7,12,ferfi,2019-03-25,2019_12
2019,ferfi_35–39,6,13,ferfi,2019-04-01,2019_13
2019,ferfi_35–39,12,14,ferfi,2019-04-08,2019_14
2019,ferfi_35–39,4,15,ferfi,2019-04-15,2019_15
2019,ferfi_35–39,11,16,ferfi,2019-04-22,2019_16
2019,ferfi_35–39,6,17,ferfi,2019-04-29,2019_17
2019,ferfi_35–39,11,18,ferfi,2019-05-06,2019_18
2019,ferfi_35–39,8,19,ferfi,2019-05-13,2019_19
2019,ferfi_35–39,7,20,ferfi,2019-05-20,2019_20
2019,ferfi_35–39,5,21,ferfi,2019-05-27,2019_21
2019,ferfi_35–39,14,22,ferfi,2019-06-03,2019_22
2019,ferfi_35–39,9,23,ferfi,2019-06-10,2019_23
2019,ferfi_35–39,7,24,ferfi,2019-06-17,2019_24
2019,ferfi_35–39,12,25,ferfi,2019-06-24,2019_25
2019,ferfi_35–39,6,26,ferfi,2019-07-01,2019_26
2019,ferfi_35–39,13,27,ferfi,2019-07-08,2019_27
2019,ferfi_35–39,12,28,ferfi,2019-07-15,2019_28
2019,ferfi_35–39,11,29,ferfi,2019-07-22,2019_29
2019,ferfi_35–39,5,30,ferfi,2019-07-29,2019_30
2019,ferfi_35–39,10,31,ferfi,2019-08-05,2019_31
2019,ferfi_35–39,6,32,ferfi,2019-08-12,2019_32
2019,ferfi_35–39,14,33,ferfi,2019-08-19,2019_33
2019,ferfi_35–39,5,34,ferfi,2019-08-26,2019_34
2019,ferfi_35–39,12,35,ferfi,2019-09-02,2019_35
2019,ferfi_35–39,8,36,ferfi,2019-09-09,2019_36
2019,ferfi_35–39,12,37,ferfi,2019-09-16,2019_37
2019,ferfi_35–39,9,38,ferfi,2019-09-23,2019_38
2019,ferfi_35–39,6,39,ferfi,2019-09-30,2019_39
2019,ferfi_35–39,5,40,ferfi,2019-10-07,2019_40
2019,ferfi_35–39,9,41,ferfi,2019-10-14,2019_41
2019,ferfi_35–39,10,42,ferfi,2019-10-21,2019_42
2019,ferfi_35–39,14,43,ferfi,2019-10-28,2019_43
2019,ferfi_35–39,12,44,ferfi,2019-11-04,2019_44
2019,ferfi_35–39,4,45,ferfi,2019-11-11,2019_45
2019,ferfi_35–39,6,46,ferfi,2019-11-18,2019_46
2019,ferfi_35–39,9,47,ferfi,2019-11-25,2019_47
2019,ferfi_35–39,4,48,ferfi,2019-12-02,2019_48
2019,ferfi_35–39,12,49,ferfi,2019-12-09,2019_49
2019,ferfi_35–39,7,50,ferfi,2019-12-16,2019_50
2019,ferfi_35–39,16,51,ferfi,2019-12-23,2019_51
2020,ferfi_35–39,10,1,ferfi,2020-01-06,2020_1
2020,ferfi_35–39,11,2,ferfi,2020-01-13,2020_2
2020,ferfi_35–39,7,3,ferfi,2020-01-20,2020_3
2020,ferfi_35–39,7,4,ferfi,2020-01-27,2020_4
2020,ferfi_35–39,9,5,ferfi,2020-02-03,2020_5
2020,ferfi_35–39,16,6,ferfi,2020-02-10,2020_6
2020,ferfi_35–39,10,7,ferfi,2020-02-17,2020_7
2020,ferfi_35–39,8,8,ferfi,2020-02-24,2020_8
2020,ferfi_35–39,8,9,ferfi,2020-03-02,2020_9
2020,ferfi_35–39,6,10,ferfi,2020-03-09,2020_10
2020,ferfi_35–39,8,11,ferfi,2020-03-16,2020_11
2020,ferfi_35–39,10,12,ferfi,2020-03-23,2020_12
2020,ferfi_35–39,11,13,ferfi,2020-03-30,2020_13
2020,ferfi_35–39,7,14,ferfi,2020-04-06,2020_14
2020,ferfi_35–39,11,15,ferfi,2020-04-13,2020_15
2020,ferfi_35–39,5,16,ferfi,2020-04-20,2020_16
2020,ferfi_35–39,10,17,ferfi,2020-04-27,2020_17
2020,ferfi_35–39,6,18,ferfi,2020-05-04,2020_18
2020,ferfi_35–39,8,19,ferfi,2020-05-11,2020_19
2020,ferfi_35–39,14,20,ferfi,2020-05-18,2020_20
2020,ferfi_35–39,11,21,ferfi,2020-05-25,2020_21
2020,ferfi_35–39,10,22,ferfi,2020-06-01,2020_22
2020,ferfi_35–39,5,23,ferfi,2020-06-08,2020_23
2020,ferfi_35–39,11,24,ferfi,2020-06-15,2020_24
2020,ferfi_35–39,6,25,ferfi,2020-06-22,2020_25
2020,ferfi_35–39,14,26,ferfi,2020-06-29,2020_26
2020,ferfi_35–39,5,27,ferfi,2020-07-06,2020_27
2020,ferfi_35–39,8,28,ferfi,2020-07-13,2020_28
2020,ferfi_35–39,5,29,ferfi,2020-07-20,2020_29
2020,ferfi_35–39,2,30,ferfi,2020-07-27,2020_30
2020,ferfi_35–39,10,31,ferfi,2020-08-03,2020_31
2020,ferfi_35–39,9,32,ferfi,2020-08-10,2020_32
2020,ferfi_35–39,9,33,ferfi,2020-08-17,2020_33
2020,ferfi_35–39,7,34,ferfi,2020-08-24,2020_34
2020,ferfi_35–39,11,35,ferfi,2020-08-31,2020_35
2020,ferfi_35–39,11,36,ferfi,2020-09-07,2020_36
2020,ferfi_35–39,10,37,ferfi,2020-09-14,2020_37
2020,ferfi_35–39,11,38,ferfi,2020-09-21,2020_38
2020,ferfi_35–39,14,39,ferfi,2020-09-28,2020_39
2020,ferfi_35–39,18,40,ferfi,2020-10-05,2020_40
2020,ferfi_35–39,11,41,ferfi,2020-10-12,2020_41
2020,ferfi_35–39,10,42,ferfi,2020-10-19,2020_42
2020,ferfi_35–39,11,43,ferfi,2020-10-26,2020_43
2020,ferfi_35–39,4,44,ferfi,2020-11-02,2020_44
2020,ferfi_35–39,10,45,ferfi,2020-11-09,2020_45
2020,ferfi_35–39,7,46,ferfi,2020-11-16,2020_46
2020,ferfi_35–39,10,47,ferfi,2020-11-23,2020_47
2020,ferfi_35–39,9,48,ferfi,2020-11-30,2020_48
2020,ferfi_35–39,9,49,ferfi,2020-12-07,2020_49
2020,ferfi_35–39,11,50,ferfi,2020-12-14,2020_50
2020,ferfi_35–39,10,51,ferfi,2020-12-21,2020_51
2015,ferfi_40–44,15,1,ferfi,2015-01-05,2015_1
2015,ferfi_40–44,33,2,ferfi,2015-01-12,2015_2
2015,ferfi_40–44,17,3,ferfi,2015-01-19,2015_3
2015,ferfi_40–44,14,4,ferfi,2015-01-26,2015_4
2015,ferfi_40–44,20,5,ferfi,2015-02-02,2015_5
2015,ferfi_40–44,16,6,ferfi,2015-02-09,2015_6
2015,ferfi_40–44,21,7,ferfi,2015-02-16,2015_7
2015,ferfi_40–44,25,8,ferfi,2015-02-23,2015_8
2015,ferfi_40–44,19,9,ferfi,2015-03-02,2015_9
2015,ferfi_40–44,18,10,ferfi,2015-03-09,2015_10
2015,ferfi_40–44,17,11,ferfi,2015-03-16,2015_11
2015,ferfi_40–44,23,12,ferfi,2015-03-23,2015_12
2015,ferfi_40–44,15,13,ferfi,2015-03-30,2015_13
